Vahui = (t:beh) (w:Vahui) (e:nang bang beh? kei ~ hi ing)
Vangaw = (t:beh) (w:Vangaw) (e:nang bang beh? kei ~ hi ing)
Vangkom = (t:beh) (w:Vangkom) (e:nang bang beh? kei ~ hi ing)
Vanglok = (t:beh) (w:Vanglok) (e:nang bang beh? kei ~ hi ing)
Vaiphei = (t:beh) (w:Vaiphei) (e:nang bang beh? kei ~ hi ing)
Valte = (t:beh) (w:Valte) (e:nang bang beh? kei ~ hi ing)
Vokmai = (t:beh) (w:Vokmai) (e:nang bang beh? kei ~ hi ing)
Vomlong = (t:beh) (w:Vomlong) (e:nang bang beh? kei ~ hi ing)
Vuileng = (t:beh) (w:Vuileng) (e:nang bang beh? kei ~ hi ing)
Vunglu = (t:beh) (w:Vunglu) (e:nang bang beh? kei ~ hi ing)
Vungthang = (t:beh) (w:Vungthang) (e:nang bang beh? kei ~ hi ing)
Zahlang = (t:beh) (w:Zahlang) (e:nang bang beh? kei ~ hi ing)
Zamang = (t:beh) (w:Zamang) (e:nang bang beh? kei ~ hi ing)
Zawngbe = (t:beh) (w:Zawngbe) (e:nang bang beh? kei ~ hi ing)
Zawnggil = (t:beh) (w:Zawnggil) (e:nang bang beh? kei ~ hi ing)
Zawngkai = (t:beh) (w:Zawngkai) (e:nang bang beh? kei ~ hi ing)
Zalut = (t:beh) (w:Zalut) (e:nang bang beh? kei ~ hi ing)
Zil-om = (t:beh) (w:Zil-om) (e:nang bang beh? kei ~ hi ing)
Zongthang = (t:beh) (w:Zongthang) (e:nang bang beh? kei ~ hi ing)
Zuisang = (t:beh) (w:Zuisang) (e:nang bang beh? kei ~ hi ing)
Dopmul = (t:beh) (w:Dopmul) (e:nang bang beh? kei ~ hi ing)
Hatlangh = (t:beh) (w:Hatlangh) (e:nang bang beh? kei ~ hi ing)
HatZaw = (t:beh) (w:HatZaw) (e:nang bang beh? kei ~ hi ing)
Sukte = (t:beh) (w:Sukte) (e:nang bang beh? kei ~ hi ing)
kawl ak = (t:beh) (w:kawl ak) (e:nang bang beh? kei ~ hi ing)
Tombing = (t:beh) (w:Tombing) (e:nang bang beh? kei ~ hi ing)
Mangzong = (t:beh) (w:Mangzong) (e:nang bang beh? kei ~ hi ing)
